user	item	timestamp	rating	aspects	liked/disliked-aspects	comment
1	324	-2-	4	genre(s): Science Fiction, Fiction, Cultural, China, Science Fiction Fantasy, Audiobook, Aliens, Fantasy, Space, Speculative Fiction ------ author(s): Liu Cixin, Joel Martinsen	Genre	nan
1	175	-2-	4	genre(s): Fantasy, Comics, Sequential Art, Graphic Novels, Fiction, Graphic Novels Comics, Comic Book, Science Fiction Fantasy, Epic Fantasy, Adventure ------ author(s): Daniel Abraham, George R.R. Martin, Tommy Patterson	Genre	nan
9	769	-2-	3	genre(s): Biography, History, Nonfiction ------ author(s): David S. Brown	genre	genre(s): Biography
9	393	-2-	3	genre(s): Nonfiction, Biography, History, Politics, Memoir, Africa, Cultural, Autobiography, South Africa, Southern Africa ------ author(s): Nelson Mandela, Barack Obama	genre	nan
9	526	-2-	4	genre(s): Nonfiction, India, Cultural, Inspirational, Indian Literature, Asian Literature, Self Help, Biography, Autobiography, Politics ------ author(s): A.P.J. Abdul Kalam	author,genre	nan
9	399	-2-	3	genre(s): Biography, Nonfiction, Science, History, Physics, Biography Memoir, Audiobook, Autobiography, Historical, Memoir ------ author(s): Walter Isaacson	genre	nan
9	921	-2-	2	genre(s): Nonfiction, Biography, History, Memoir, Asia, Cultural, Biography Memoir, Autobiography, Politics, True Crime ------ author(s): Kim Hyun Hee	content	negative
9	157	-2-	4	genre(s): Biography, Nonfiction, Autobiography, India, Cultural, Indian Literature, Asian Literature, Inspirational, Memoir, Science ------ author(s): A.P.J. Abdul Kalam, Arun Tiwari	genre,author	nan
11	644	-2-	5	genre(s): Classics, Fiction, Romance, Historical Fiction, Literature, Historical, 19th Century, British Literature, European Literature, Classic Literature ------ author(s): Jane Austen, Deidre Shauna Lynch, James Kinsley	author	nan
11	645	-2-	4	genre(s): Plays, Classics, Drama, Fiction, School, Academic, Theatre, American, Read For School, Literature ------ author(s): Tennessee Williams	content	nan
11	648	-2-	5	genre(s): Fiction, Magical Realism, Classics, Historical, Historical Fiction, Literature, Romance, Latin American, Cultural, Novels ------ author(s): Gabriel García Márquez	author	nan
11	137	-2-	5	genre(s): Classics, Fiction, Short Stories, Literature, Russian Literature, Russia ------ author(s): Anton Chekhov	content	nan
11	396	-2-	5	genre(s): Classics, Fiction, Historical Fiction, Literature, Historical, Novels, School, Academic, Classic Literature, 19th Century ------ author(s): Charles Dickens, Richard Maxwell	author	nan
11	344	-2-	4	genre(s): Fiction, Cultural, Japan, Japanese Literature, Classics, Literature, Novels, Asian Literature, Asia, 20th Century ------ author(s): Osamu Dazai, Donald Keene	content	nan
7	514	-2-	4	genre(s): Fiction, Historical, Historical Fiction, Albanian Literature, Literature, Novels, Classics, War, 20th Century, European Literature ------ author(s): Ismail Kadare	genre	nan
7	644	-2-	5	genre(s): Classics, Fiction, Romance, Historical Fiction, Literature, Historical, 19th Century, British Literature, European Literature, Classic Literature ------ author(s): Jane Austen, Deidre Shauna Lynch, James Kinsley	genre, author	nan
7	389	-2-	5	genre(s): Classics, Fiction, Historical Fiction, Adventure, France, Cultural, Literature, Historical, French Literature, European Literature ------ author(s): Alexandre Dumas	genre	nan
7	519	-2-	4	genre(s): Fiction, Asian Literature, Turkish Literature, Turkish, Cultural, Classics, Literature, Historical Fiction, Historical, Novels ------ author(s): Yaşar Kemal, Edouard Roditi	genre	nan
7	648	-2-	5	genre(s): Fiction, Magical Realism, Classics, Historical, Historical Fiction, Literature, Romance, Latin American, Cultural, Novels ------ author(s): Gabriel García Márquez	genre, author	nan
7	521	-2-	3	genre(s): Fiction, Classics, Short Stories, Literature, American, Africa, Cultural, 20th Century, Classic Literature, Literary Fiction ------ author(s): Ernest Hemingway	genre, author	nan
3	257	-2-	3	genre(s): Philosophy, Nonfiction, Religion, Classics, Spirituality, Poetry, China, Cultural, Taoism, Self Help ------ author(s): Lao Tzu, Gia-Fu Feng, Jane English, Toinette Lippe, Jacob Needleman	genre	nan
3	897	-2-	3	genre(s): Nonfiction, Psychology, Self Help, Philosophy, Personal Development, Audiobook, Cultural, Japan, Mental Health, Health ------ author(s): Ichiro Kishimi, Fumitake Koga, Renate Graßtat, Bodo Primus, Julian Horeyseck, Chris Nonnast	genre	nan
3	904	-2-	1	genre(s): Finance, Business, Nonfiction, Self Help, Personal Finance, Money, Currency, Personal Development, Economics, Classics ------ author(s): George S. Clason, Babylonian Parable	genre	nan
3	791	-2-	3	genre(s): Business, Self Help, Nonfiction, Personal Development, Classics, Philosophy, Inspirational, Economics, Finance, Leadership ------ author(s): Russell H. Conwell	genre	nan
3	664	-2-	1	genre(s): Self Help, Nonfiction, Business, Personal Development, Psychology, Leadership, Productivity, Management, Audiobook, Philosophy ------ author(s): Stephen R. Covey	content	nan
3	668	-2-	3	genre(s): Self Help, Nonfiction, Spirituality, Philosophy, Psychology, Personal Development, Audiobook, Religion, Inspirational, Unfinished ------ author(s): Eckhart Tolle	genre	nan
2	640	-2-	3	genre(s): Classics, Fiction, Childrens, Young Adult, Historical Fiction, Middle Grade, Historical, Childrens Classics, American, Literature ------ author(s): Eleanor H. Porter, Viltaras Alksnėnas	genre	nan
2	388	-2-	4	genre(s): Classics, Fiction, Adventure, Young Adult, Historical, Historical Fiction, Childrens, Literature, Pirates, Fantasy ------ author(s): Robert Louis Stevenson, David W. Whitehead, Richard S. Hartmetz	author	nan
2	534	-2-	4	genre(s): Polyamorous, Reverse Harem, Paranormal Romance, Paranormal, Magic, Romance, Fantasy, Witches, Fairies, Fae ------ author(s): Jacquelyn Faye	content	nan
2	263	-2-	5	genre(s): Classics, Fiction, Historical Fiction, Young Adult, Romance, Historical, Literature, Childrens, Classic Literature, Novels ------ author(s): Louisa May Alcott	genre	nan
2	264	-2-	4	genre(s): Mystery, Classics, Fiction, Crime, Thriller, Mystery Thriller, Audiobook, Adult, Suspense, Novels ------ author(s): Agatha Christie	genre	nan
2	14	-2-	3	genre(s): Paranormal, Young Adult, Romance, Paranormal Romance, Fantasy, Supernatural, Teen, Love, Young Adult Fantasy, Contemporary ------ author(s): Shelly Crane	content	nan
8	641	-2-	3	genre(s): Classics, Childrens, Fiction, Young Adult, Fantasy, Animals, Middle Grade, Juvenile, Academic, School ------ author(s): E.B. White, Garth Williams, Rosemary Wells	Content	nan
8	642	-2-	4	genre(s): Classics, Fantasy, Fiction, Childrens, Adventure, Young Adult, Audiobook, Middle Grade, Fairy Tales, Literature ------ author(s): J.M. Barrie, Michael Hague	Genre	nan
8	653	-2-	4	genre(s): Picture Books, Childrens, Christmas, Fiction, Fantasy, Classics, Holiday, Adventure, Kids, Juvenile ------ author(s): Chris Van Allsburg, Liam Neeson	Genre	nan
8	934	-2-	4	genre(s): Fantasy, Young Adult, Middle Grade, Fiction, Childrens, Magic, Adventure, Juvenile, Young Adult Fantasy, Audiobook ------ author(s): Jenny Nimmo	Genre	nan
8	936	-2-	2	genre(s): Fantasy, Young Adult, Fiction, Romance, Magic, Middle Grade, Childrens, Adventure, Classics, Young Adult Fantasy ------ author(s): Diana Wynne Jones	Content	nan
8	942	-2-	4	genre(s): Fantasy, Fiction, Childrens, Classics, German Literature, European Literature, Young Adult, Novels, Middle Grade, Literature ------ author(s): Michael Ende	Genre	nan
20	641	-2-	2	genre(s): Classics, Childrens, Fiction, Young Adult, Fantasy, Animals, Middle Grade, Juvenile, Academic, School ------ author(s): E.B. White, Garth Williams, Rosemary Wells	genre	nan
20	527	-2-	3	genre(s): Childrens, Fiction, Adventure, Mystery, Classics, Young Adult, Middle Grade, European Literature, British Literature, Juvenile ------ author(s): Enid Blyton	genre	nan
20	528	-2-	2	genre(s): Childrens, Adventure, Fiction, Mystery, Classics, Young Adult, Middle Grade, European Literature, British Literature, Novels ------ author(s): Enid Blyton	genre	nan
20	529	-2-	3	genre(s): Childrens, Fiction, Adventure, Mystery, Classics, Young Adult, Middle Grade, Novels, European Literature, British Literature ------ author(s): Enid Blyton	genre	nan
20	928	-2-	4	genre(s): Fantasy, Young Adult, Childrens, Middle Grade, Fiction, Magic, Adventure, Mystery, Juvenile, Audiobook ------ author(s): Jenny Nimmo	genre	nan
