item_link	item_id
https://movielens.org/movies/69757	209
https://movielens.org/movies/67186	61
https://movielens.org/movies/194448	94
https://movielens.org/movies/1307	381
https://movielens.org/movies/122916	284
https://movielens.org/movies/1393	146
https://movielens.org/movies/122914	215
https://movielens.org/movies/122912	81
https://movielens.org/movies/105504	379
https://movielens.org/movies/115149	82
https://movielens.org/movies/91535	504
https://movielens.org/movies/165101	616
https://movielens.org/movies/122918	428
https://movielens.org/movies/74787	437
https://movielens.org/movies/79695	422
https://movielens.org/movies/7458	3
https://movielens.org/movies/192389	307
https://movielens.org/movies/192385	377
https://movielens.org/movies/210271	57
https://movielens.org/movies/4016	522
https://movielens.org/movies/60074	89
https://movielens.org/movies/136200	22
https://movielens.org/movies/60072	472
https://movielens.org/movies/5989	109
https://movielens.org/movies/112138	605
https://movielens.org/movies/195639	783
https://movielens.org/movies/166643	584
https://movielens.org/movies/8961	420
https://movielens.org/movies/163645	301
https://movielens.org/movies/81417	784
https://movielens.org/movies/170827	52
https://movielens.org/movies/8368	9
https://movielens.org/movies/4993	5
https://movielens.org/movies/143347	16
https://movielens.org/movies/8810	168
https://movielens.org/movies/143345	426
https://movielens.org/movies/8361	238
https://movielens.org/movies/4995	148
https://movielens.org/movies/193954	757
https://movielens.org/movies/103042	408
https://movielens.org/movies/527	253
https://movielens.org/movies/98243	774
https://movielens.org/movies/7454	27
https://movielens.org/movies/41566	96
https://movielens.org/movies/69122	56
https://movielens.org/movies/183815	702
https://movielens.org/movies/2028	309
https://movielens.org/movies/105653	432
https://movielens.org/movies/3535	158
https://movielens.org/movies/2023	126
https://movielens.org/movies/157340	326
https://movielens.org/movies/3826	165
https://movielens.org/movies/115414	660
https://movielens.org/movies/6888	359
https://movielens.org/movies/4306	218
https://movielens.org/movies/106072	496
https://movielens.org/movies/4700	376
https://movielens.org/movies/4701	691
https://movielens.org/movies/91890	596
https://movielens.org/movies/4638	333
https://movielens.org/movies/26157	369
https://movielens.org/movies/188829	292
https://movielens.org/movies/457	514
https://movielens.org/movies/91658	263
https://movielens.org/movies/356	66
https://movielens.org/movies/93142	701
https://movielens.org/movies/3949	550
https://movielens.org/movies/212281	14
https://movielens.org/movies/51662	451
https://movielens.org/movies/4878	280
https://movielens.org/movies/4973	321
https://movielens.org/movies/43679	202
https://movielens.org/movies/222477	500
https://movielens.org/movies/220528	603
https://movielens.org/movies/64957	98
https://movielens.org/movies/4388	360
https://movielens.org/movies/2335	549
https://movielens.org/movies/90866	727
https://movielens.org/movies/106696	221
https://movielens.org/movies/6793	449
https://movielens.org/movies/56885	136
https://movielens.org/movies/78772	227
https://movielens.org/movies/175303	235
https://movielens.org/movies/3793	418
https://movielens.org/movies/8636	335
https://movielens.org/movies/206246	703
https://movielens.org/movies/57370	597
https://movielens.org/movies/6550	593
https://movielens.org/movies/7153	129
https://movielens.org/movies/91500	553
https://movielens.org/movies/158830	773
https://movielens.org/movies/56176	751
https://movielens.org/movies/45517	341
https://movielens.org/movies/112852	270
https://movielens.org/movies/74789	614
https://movielens.org/movies/52287	720
https://movielens.org/movies/200818	78
https://movielens.org/movies/56174	789
https://movielens.org/movies/185585	503
https://movielens.org/movies/1220	530
https://movielens.org/movies/1221	125
https://movielens.org/movies/115667	763
https://movielens.org/movies/104312	768
https://movielens.org/movies/86892	474
https://movielens.org/movies/76175	639
https://movielens.org/movies/78499	193
https://movielens.org/movies/1291	196
https://movielens.org/movies/69644	226
https://movielens.org/movies/79224	410
https://movielens.org/movies/99149	753
https://movielens.org/movies/173925	747
https://movielens.org/movies/148626	509
https://movielens.org/movies/2420	694
https://movielens.org/movies/72228	579
https://movielens.org/movies/203513	331
https://movielens.org/movies/118696	128
https://movielens.org/movies/157122	444
https://movielens.org/movies/33794	1
https://movielens.org/movies/101864	203
https://movielens.org/movies/5349	15
https://movielens.org/movies/107406	256
https://movielens.org/movies/673	677
https://movielens.org/movies/116797	70
https://movielens.org/movies/89594	490
https://movielens.org/movies/55908	569
https://movielens.org/movies/69481	458
https://movielens.org/movies/778	144
https://movielens.org/movies/94777	424
https://movielens.org/movies/160563	415
https://movielens.org/movies/8529	106
https://movielens.org/movies/208939	174
https://movielens.org/movies/177615	311
https://movielens.org/movies/183869	547
https://movielens.org/movies/5196	127
https://movielens.org/movies/50	371
https://movielens.org/movies/122926	337
https://movielens.org/movies/79134	554
https://movielens.org/movies/122924	750
https://movielens.org/movies/79132	73
https://movielens.org/movies/122922	283
https://movielens.org/movies/122920	405
https://movielens.org/movies/33660	570
https://movielens.org/movies/81591	247
https://movielens.org/movies/2410	613
https://movielens.org/movies/27815	300
https://movielens.org/movies/91056	658
https://movielens.org/movies/480	186
https://movielens.org/movies/74530	760
https://movielens.org/movies/81845	303
https://movielens.org/movies/81847	649
https://movielens.org/movies/181601	352
https://movielens.org/movies/8859	368
https://movielens.org/movies/80586	304
https://movielens.org/movies/2273	690
https://movielens.org/movies/66203	394
https://movielens.org/movies/81564	712
https://movielens.org/movies/81562	152
https://movielens.org/movies/80463	102
https://movielens.org/movies/40815	348
https://movielens.org/movies/4148	462
https://movielens.org/movies/68554	617
https://movielens.org/movies/179401	590
https://movielens.org/movies/1219	138
https://movielens.org/movies/6016	139
https://movielens.org/movies/3785	363
https://movielens.org/movies/45186	163
https://movielens.org/movies/99568	465
https://movielens.org/movies/93840	402
https://movielens.org/movies/164179	264
https://movielens.org/movies/4027	531
https://movielens.org/movies/106782	99
https://movielens.org/movies/55247	479
https://movielens.org/movies/4369	201
https://movielens.org/movies/140956	118
https://movielens.org/movies/902	635
https://movielens.org/movies/63113	162
https://movielens.org/movies/4367	643
https://movielens.org/movies/170957	612
https://movielens.org/movies/78105	457
https://movielens.org/movies/166528	673
https://movielens.org/movies/168712	726
https://movielens.org/movies/92509	771
https://movielens.org/movies/153612	790
https://movielens.org/movies/57532	641
https://movielens.org/movies/206857	473
https://movielens.org/movies/1544	332
https://movielens.org/movies/104211	205
https://movielens.org/movies/6942	762
https://movielens.org/movies/105037	729
https://movielens.org/movies/40583	151
https://movielens.org/movies/4489	517
https://movielens.org/movies/168366	18
https://movielens.org/movies/1499	38
https://movielens.org/movies/167738	642
https://movielens.org/movies/96911	577
https://movielens.org/movies/93740	141
https://movielens.org/movies/203517	324
https://movielens.org/movies/2687	719
https://movielens.org/movies/207311	769
https://movielens.org/movies/158872	567
https://movielens.org/movies/207313	67
https://movielens.org/movies/53125	491
https://movielens.org/movies/1721	11
https://movielens.org/movies/58315	645
https://movielens.org/movies/200256	317
https://movielens.org/movies/1	172
https://movielens.org/movies/1080	287
https://movielens.org/movies/209315	290
https://movielens.org/movies/194696	297
https://movielens.org/movies/201773	338
https://movielens.org/movies/200820	37
https://movielens.org/movies/142358	466
https://movielens.org/movies/31685	518
https://movielens.org/movies/115713	112
https://movielens.org/movies/218701	640
https://movielens.org/movies/198147	194
https://movielens.org/movies/5266	471
https://movielens.org/movies/34150	19
https://movielens.org/movies/104841	8
https://movielens.org/movies/82169	758
https://movielens.org/movies/103688	23
https://movielens.org/movies/60514	676
https://movielens.org/movies/608	513
https://movielens.org/movies/37731	145
https://movielens.org/movies/176419	555
https://movielens.org/movies/5096	343
https://movielens.org/movies/208703	510
https://movielens.org/movies/89470	647
https://movielens.org/movies/45668	735
https://movielens.org/movies/60040	407
https://movielens.org/movies/4022	170
https://movielens.org/movies/59369	93
https://movielens.org/movies/5995	267
https://movielens.org/movies/5418	103
https://movielens.org/movies/166635	711
https://movielens.org/movies/85367	378
https://movielens.org/movies/116293	285
https://movielens.org/movies/91529	177
https://movielens.org/movies/8950	600
https://movielens.org/movies/8957	24
https://movielens.org/movies/184997	770
https://movielens.org/movies/50872	216
https://movielens.org/movies/54272	429
https://movielens.org/movies/54274	62
https://movielens.org/movies/34332	544
https://movielens.org/movies/92681	697
https://movielens.org/movies/197879	374
https://movielens.org/movies/48516	601
https://movielens.org/movies/68954	107
https://movielens.org/movies/1882	166
https://movielens.org/movies/168612	725
https://movielens.org/movies/177765	83
https://movielens.org/movies/49910	133
https://movielens.org/movies/177763	786
https://movielens.org/movies/192283	241
https://movielens.org/movies/220326	431
https://movielens.org/movies/90376	486
https://movielens.org/movies/139385	446
https://movielens.org/movies/1092	485
https://movielens.org/movies/33145	625
https://movielens.org/movies/60684	153
https://movielens.org/movies/157296	222
https://movielens.org/movies/111921	214
https://movielens.org/movies/81834	344
https://movielens.org/movies/95543	225
https://movielens.org/movies/217465	788
https://movielens.org/movies/97938	117
https://movielens.org/movies/5630	461
https://movielens.org/movies/111364	409
https://movielens.org/movies/111362	527
https://movielens.org/movies/111360	237
https://movielens.org/movies/71264	681
https://movielens.org/movies/5733	484
https://movielens.org/movies/195159	182
https://movielens.org/movies/67867	685
https://movielens.org/movies/106489	494
https://movielens.org/movies/206959	353
https://movielens.org/movies/4963	113
https://movielens.org/movies/122910	563
https://movielens.org/movies/218537	68
https://movielens.org/movies/4967	656
https://movielens.org/movies/3252	248
https://movielens.org/movies/187541	421
https://movielens.org/movies/1101	199
https://movielens.org/movies/208207	271
https://movielens.org/movies/103228	502
https://movielens.org/movies/2081	329
https://movielens.org/movies/4210	463
https://movielens.org/movies/2421	695
https://movielens.org/movies/2324	306
https://movielens.org/movies/54286	104
https://movielens.org/movies/114713	26
https://movielens.org/movies/45501	396
https://movielens.org/movies/106100	512
https://movielens.org/movies/122882	115
https://movielens.org/movies/4519	680
https://movielens.org/movies/6548	722
https://movielens.org/movies/55052	622
https://movielens.org/movies/200354	475
https://movielens.org/movies/135426	17
https://movielens.org/movies/122886	684
https://movielens.org/movies/45447	91
https://movielens.org/movies/65585	731
https://movielens.org/movies/171763	116
https://movielens.org/movies/6870	468
https://movielens.org/movies/1196	131
https://movielens.org/movies/178667	59
https://movielens.org/movies/1191	365
https://movielens.org/movies/6939	293
https://movielens.org/movies/1193	282
https://movielens.org/movies/115617	179
https://movielens.org/movies/73881	454
https://movielens.org/movies/1213	140
https://movielens.org/movies/117176	255
https://movielens.org/movies/5388	427
https://movielens.org/movies/46948	529
https://movielens.org/movies/2953	340
https://movielens.org/movies/6874	54
https://movielens.org/movies/77846	704
https://movielens.org/movies/160980	573
https://movielens.org/movies/2959	74
https://movielens.org/movies/47382	397
https://movielens.org/movies/3948	744
https://movielens.org/movies/33499	565
https://movielens.org/movies/104913	693
https://movielens.org/movies/141692	661
https://movielens.org/movies/1073	705
https://movielens.org/movies/216167	342
https://movielens.org/movies/95167	90
https://movielens.org/movies/5459	741
https://movielens.org/movies/47099	149
https://movielens.org/movies/648	33
https://movielens.org/movies/5218	220
https://movielens.org/movies/1998	55
https://movielens.org/movies/216366	386
https://movielens.org/movies/5299	392
https://movielens.org/movies/166946	580
https://movielens.org/movies/165549	313
https://movielens.org/movies/135518	713
https://movielens.org/movies/96565	732
https://movielens.org/movies/82152	618
https://movielens.org/movies/87430	683
https://movielens.org/movies/189885	478
https://movielens.org/movies/193477	439
https://movielens.org/movies/115122	523
https://movielens.org/movies/91104	356
https://movielens.org/movies/192579	316
https://movielens.org/movies/68319	419
https://movielens.org/movies/118760	574
https://movielens.org/movies/102716	610
https://movielens.org/movies/61123	619
https://movielens.org/movies/1588	400
https://movielens.org/movies/71899	251
https://movielens.org/movies/70159	464
https://movielens.org/movies/88140	497
https://movielens.org/movies/102407	187
https://movielens.org/movies/72407	357
https://movielens.org/movies/128592	245
https://movielens.org/movies/33679	594
https://movielens.org/movies/130073	234
https://movielens.org/movies/51834	576
https://movielens.org/movies/110102	406
https://movielens.org/movies/84944	181
https://movielens.org/movies/160569	325
https://movielens.org/movies/59315	191
https://movielens.org/movies/85438	623
https://movielens.org/movies/221576	632
https://movielens.org/movies/143365	791
https://movielens.org/movies/5679	265
https://movielens.org/movies/134569	637
https://movielens.org/movies/7346	393
https://movielens.org/movies/6187	305
https://movielens.org/movies/186263	34
https://movielens.org/movies/79057	167
https://movielens.org/movies/74668	443
https://movielens.org/movies/541	459
https://movielens.org/movies/91266	628
https://movielens.org/movies/2078	330
https://movielens.org/movies/167832	299
https://movielens.org/movies/196997	164
https://movielens.org/movies/36519	607
https://movielens.org/movies/69934	629
https://movielens.org/movies/2671	383
https://movielens.org/movies/7293	375
https://movielens.org/movies/210569	533
https://movielens.org/movies/185927	385
https://movielens.org/movies/114180	188
https://movielens.org/movies/4310	541
https://movielens.org/movies/8643	627
https://movielens.org/movies/6503	745
https://movielens.org/movies/8644	101
https://movielens.org/movies/119141	277
https://movielens.org/movies/109850	224
https://movielens.org/movies/119145	206
https://movielens.org/movies/45499	20
https://movielens.org/movies/192701	58
https://movielens.org/movies/6377	176
https://movielens.org/movies/6373	675
https://movielens.org/movies/80489	525
https://movielens.org/movies/27773	688
https://movielens.org/movies/6379	664
https://movielens.org/movies/57528	447
https://movielens.org/movies/52722	650
https://movielens.org/movies/1258	470
https://movielens.org/movies/26999	686
https://movielens.org/movies/108190	211
https://movielens.org/movies/6684	734
https://movielens.org/movies/88405	12
https://movielens.org/movies/216217	31
https://movielens.org/movies/130636	532
https://movielens.org/movies/74458	10
https://movielens.org/movies/4499	592
https://movielens.org/movies/1527	562
https://movielens.org/movies/4226	599
https://movielens.org/movies/54648	436
https://movielens.org/movies/2691	312
https://movielens.org/movies/51540	586
https://movielens.org/movies/2355	609
https://movielens.org/movies/106920	184
https://movielens.org/movies/156726	380
https://movielens.org/movies/68135	620
https://movielens.org/movies/49530	150
https://movielens.org/movies/134368	528
https://movielens.org/movies/5313	456
https://movielens.org/movies/111659	308
https://movielens.org/movies/84374	242
https://movielens.org/movies/200540	388
https://movielens.org/movies/114935	598
https://movielens.org/movies/165347	507
https://movielens.org/movies/2858	254
https://movielens.org/movies/104374	730
https://movielens.org/movies/54001	347
https://movielens.org/movies/2826	154
https://movielens.org/movies/98809	314
https://movielens.org/movies/104879	135
https://movielens.org/movies/102903	85
https://movielens.org/movies/151739	698
https://movielens.org/movies/201749	792
https://movielens.org/movies/208773	173
https://movielens.org/movies/6333	733
https://movielens.org/movies/30749	587
https://movielens.org/movies/94864	29
https://movielens.org/movies/173879	477
https://movielens.org/movies/140110	781
https://movielens.org/movies/59421	591
https://movielens.org/movies/130450	752
https://movielens.org/movies/613	624
https://movielens.org/movies/44022	653
https://movielens.org/movies/8665	105
https://movielens.org/movies/593	137
https://movielens.org/movies/89281	370
https://movielens.org/movies/8947	236
https://movielens.org/movies/596	707
https://movielens.org/movies/597	633
https://movielens.org/movies/594	328
https://movielens.org/movies/70183	548
https://movielens.org/movies/98154	585
https://movielens.org/movies/101997	362
https://movielens.org/movies/160438	505
https://movielens.org/movies/214922	560
https://movielens.org/movies/195647	452
https://movielens.org/movies/210863	756
https://movielens.org/movies/296	250
https://movielens.org/movies/293	298
https://movielens.org/movies/172255	740
https://movielens.org/movies/36	657
https://movielens.org/movies/589	666
https://movielens.org/movies/7451	86
https://movielens.org/movies/54503	604
https://movielens.org/movies/110	143
https://movielens.org/movies/111	189
https://movielens.org/movies/69844	346
https://movielens.org/movies/2328	367
https://movielens.org/movies/98203	355
https://movielens.org/movies/80551	583
https://movielens.org/movies/86298	230
https://movielens.org/movies/96588	767
https://movielens.org/movies/5445	723
https://movielens.org/movies/97921	728
https://movielens.org/movies/84152	97
https://movielens.org/movies/102125	495
https://movielens.org/movies/175809	575
https://movielens.org/movies/191351	764
https://movielens.org/movies/96829	272
https://movielens.org/movies/49286	30
https://movielens.org/movies/4886	175
https://movielens.org/movies/2706	430
https://movielens.org/movies/52604	476
https://movielens.org/movies/7318	289
https://movielens.org/movies/59900	278
https://movielens.org/movies/195163	315
https://movielens.org/movies/223944	372
https://movielens.org/movies/113604	775
https://movielens.org/movies/40629	302
https://movielens.org/movies/79702	539
https://movielens.org/movies/7254	557
https://movielens.org/movies/53996	132
https://movielens.org/movies/67923	606
https://movielens.org/movies/114662	785
https://movielens.org/movies/152017	231
https://movielens.org/movies/45503	646
https://movielens.org/movies/201588	40
https://movielens.org/movies/2096	327
https://movielens.org/movies/4262	434
https://movielens.org/movies/103249	200
https://movielens.org/movies/111759	679
https://movielens.org/movies/44972	358
https://movielens.org/movies/205661	50
https://movielens.org/movies/92259	291
https://movielens.org/movies/108156	448
https://movielens.org/movies/177497	159
https://movielens.org/movies/39183	295
https://movielens.org/movies/203375	511
https://movielens.org/movies/85788	373
https://movielens.org/movies/1682	111
https://movielens.org/movies/86880	492
https://movielens.org/movies/1201	438
https://movielens.org/movies/5219	204
https://movielens.org/movies/1203	185
https://movielens.org/movies/96079	460
https://movielens.org/movies/1206	288
https://movielens.org/movies/130075	354
https://movielens.org/movies/44191	210
https://movielens.org/movies/94677	276
https://movielens.org/movies/192307	700
https://movielens.org/movies/74154	568
https://movielens.org/movies/204698	69
https://movielens.org/movies/125916	320
https://movielens.org/movies/103141	223
https://movielens.org/movies/5816	349
https://movielens.org/movies/87485	721
https://movielens.org/movies/74324	578
https://movielens.org/movies/5952	130
https://movielens.org/movies/65216	572
https://movielens.org/movies/46335	440
https://movielens.org/movies/61024	556
https://movielens.org/movies/104074	761
https://movielens.org/movies/3186	545
https://movielens.org/movies/162598	582
https://movielens.org/movies/141749	766
https://movielens.org/movies/122896	493
https://movielens.org/movies/1064	716
https://movielens.org/movies/5444	743
https://movielens.org/movies/6754	644
https://movielens.org/movies/168492	294
https://movielens.org/movies/188751	310
https://movielens.org/movies/168498	669
https://movielens.org/movies/110730	714
https://movielens.org/movies/45720	87
https://movielens.org/movies/595	652
https://movielens.org/movies/1665	412
https://movielens.org/movies/1704	207
https://movielens.org/movies/45722	80
https://movielens.org/movies/86644	398
https://movielens.org/movies/187613	4
https://movielens.org/movies/122900	401
https://movielens.org/movies/253	738
https://movielens.org/movies/122902	777
https://movielens.org/movies/122904	36
https://movielens.org/movies/109673	7
https://movielens.org/movies/178115	455
https://movielens.org/movies/107069	581
https://movielens.org/movies/122906	404
https://movielens.org/movies/104908	674
https://movielens.org/movies/108932	208
https://movielens.org/movies/105844	260
https://movielens.org/movies/48780	121
https://movielens.org/movies/788	114
https://movielens.org/movies/79293	48
https://movielens.org/movies/59784	41
https://movielens.org/movies/72378	442
https://movielens.org/movies/780	76
https://movielens.org/movies/64034	689
https://movielens.org/movies/64030	441
https://movielens.org/movies/7438	692
https://movielens.org/movies/88125	345
https://movielens.org/movies/5621	746
https://movielens.org/movies/54997	157
https://movielens.org/movies/60069	71
https://movielens.org/movies/142488	706
https://movielens.org/movies/98296	662
https://movielens.org/movies/8972	416
https://movielens.org/movies/8874	521
https://movielens.org/movies/89804	122
https://movielens.org/movies/30793	95
https://movielens.org/movies/109487	2
https://movielens.org/movies/69526	21
https://movielens.org/movies/180045	481
https://movielens.org/movies/143355	84
https://movielens.org/movies/84847	749
https://movielens.org/movies/87232	678
https://movielens.org/movies/117887	322
https://movielens.org/movies/164909	197
https://movielens.org/movies/97225	526
https://movielens.org/movies/83480	123
https://movielens.org/movies/134853	110
https://movielens.org/movies/2762	391
https://movielens.org/movies/64716	696
https://movielens.org/movies/102880	682
https://movielens.org/movies/131520	25
https://movielens.org/movies/3527	28
https://movielens.org/movies/37727	595
https://movielens.org/movies/98124	403
https://movielens.org/movies/4718	668
https://movielens.org/movies/88179	626
https://movielens.org/movies/33615	262
https://movielens.org/movies/93510	195
https://movielens.org/movies/59604	244
https://movielens.org/movies/143637	156
https://movielens.org/movies/6539	6
https://movielens.org/movies/194951	535
https://movielens.org/movies/6537	445
https://movielens.org/movies/103366	480
https://movielens.org/movies/6534	615
https://movielens.org/movies/1407	169
https://movielens.org/movies/6365	739
https://movielens.org/movies/2291	621
https://movielens.org/movies/2256	667
https://movielens.org/movies/7323	258
https://movielens.org/movies/3147	72
https://movielens.org/movies/1408	160
https://movielens.org/movies/48997	489
https://movielens.org/movies/1266	467
https://movielens.org/movies/2950	779
https://movielens.org/movies/77561	336
https://movielens.org/movies/1246	286
https://movielens.org/movies/1240	417
https://movielens.org/movies/4232	257
https://movielens.org/movies/188301	498
https://movielens.org/movies/72605	546
https://movielens.org/movies/179723	334
https://movielens.org/movies/200328	787
https://movielens.org/movies/188309	318
https://movielens.org/movies/2617	239
https://movielens.org/movies/167746	670
https://movielens.org/movies/76093	519
https://movielens.org/movies/105340	772
https://movielens.org/movies/207233	46
https://movielens.org/movies/205156	252
https://movielens.org/movies/52456	482
https://movielens.org/movies/1210	671
https://movielens.org/movies/61348	364
https://movielens.org/movies/5066	389
https://movielens.org/movies/72998	49
https://movielens.org/movies/4896	350
https://movielens.org/movies/7143	198
https://movielens.org/movies/68157	268
https://movielens.org/movies/134130	108
https://movielens.org/movies/94780	755
https://movielens.org/movies/51372	659
https://movielens.org/movies/49278	483
https://movielens.org/movies/1584	246
https://movielens.org/movies/1580	32
https://movielens.org/movies/180031	249
https://movielens.org/movies/63082	217
https://movielens.org/movies/104303	589
https://movielens.org/movies/58293	665
https://movielens.org/movies/162082	520
https://movielens.org/movies/78893	281
https://movielens.org/movies/125874	654
https://movielens.org/movies/135534	778
https://movielens.org/movies/3157	339
https://movielens.org/movies/135536	559
https://movielens.org/movies/216	551
https://movielens.org/movies/90890	63
https://movielens.org/movies/2167	543
https://movielens.org/movies/56941	390
https://movielens.org/movies/6711	537
https://movielens.org/movies/59501	759
https://movielens.org/movies/77866	687
https://movielens.org/movies/52694	413
https://movielens.org/movies/72733	155
https://movielens.org/movies/44665	469
https://movielens.org/movies/90405	710
https://movielens.org/movies/4128	534
https://movielens.org/movies/79091	43
https://movielens.org/movies/588	219
https://movielens.org/movies/91542	715
https://movielens.org/movies/110809	515
https://movielens.org/movies/137857	782
https://movielens.org/movies/586	79
https://movielens.org/movies/56156	608
https://movielens.org/movies/219525	361
https://movielens.org/movies/69406	384
https://movielens.org/movies/42734	536
https://movielens.org/movies/1907	718
https://movielens.org/movies/8533	88
https://movielens.org/movies/55820	190
https://movielens.org/movies/152081	77
https://movielens.org/movies/122892	499
https://movielens.org/movies/121115	60
https://movielens.org/movies/48	717
https://movielens.org/movies/58998	382
https://movielens.org/movies/88163	638
https://movielens.org/movies/260	124
https://movielens.org/movies/66097	261
https://movielens.org/movies/122898	501
https://movielens.org/movies/47	75
https://movielens.org/movies/95441	274
https://movielens.org/movies/35836	516
https://movielens.org/movies/3409	488
https://movielens.org/movies/73290	233
https://movielens.org/movies/73017	100
https://movielens.org/movies/214776	487
https://movielens.org/movies/33166	564
https://movielens.org/movies/40339	243
https://movielens.org/movies/85414	552
https://movielens.org/movies/59725	663
https://movielens.org/movies/112171	724
https://movielens.org/movies/112175	651
https://movielens.org/movies/31696	92
https://movielens.org/movies/86332	51
https://movielens.org/movies/364	296
https://movielens.org/movies/367	423
https://movielens.org/movies/3977	542
https://movielens.org/movies/7361	269
https://movielens.org/movies/362	708
https://movielens.org/movies/49272	161
https://movielens.org/movies/33493	672
https://movielens.org/movies/60397	765
https://movielens.org/movies/166461	648
https://movielens.org/movies/199866	351
https://movielens.org/movies/5618	171
https://movielens.org/movies/177593	273
https://movielens.org/movies/115569	602
https://movielens.org/movies/2394	180
https://movielens.org/movies/2396	736
https://movielens.org/movies/90746	780
https://movielens.org/movies/202439	279
